Contact_pair,HiChip1,HiChip2,Contact_group_HiChip
chr3_52260000to52270000andchr3_52840000to52850000,2.5,0.0,TnGNTnG
chr1_152000000to152010000andchr1_152010000to152020000,2.5,4.5,TnGNTnG
chr10_80740000to80750000andchr10_80790000to80800000,2.5,0.0,TnGNTnG
chr9_123260000to123270000andchr9_123360000to123370000,2.5,0.0,TnGNTnG
chr3_103780000to103790000andchr3_103800000to103810000,2.5,2.5,TnGNTnG
chr10_12800000to12810000andchr10_12870000to12880000,2.5,0.0,TnGNTnG
chr10_68230000to68240000andchr10_68270000to68280000,2.5,2.5,TnGNTnG
chr6_31180000to31190000andchr6_31200000to31210000,2.5,2.5,TnGNTnG
chr10_68100000to68110000andchr10_68130000to68140000,2.5,3.0,TnGNTnG
chr10_44440000to44450000andchr10_44450000to44460000,2.5,4.5,TnGNTnG
chr3_35720000to35730000andchr3_35740000to35750000,2.5,3.5,TnGNTnG
chr10_19010000to19020000andchr10_19070000to19080000,2.5,0.0,TnGNTnG
chr10_40420000to40430000andchr10_40440000to40450000,2.5,2.0,TnGNTnG
chr10_40250000to40260000andchr10_40440000to40450000,2.5,0.0,TnGNTnG
chr10_19110000to19120000andchr10_19120000to19130000,2.5,2.0,TnGNTnG
chr10_22290000to22300000andchr10_22300000to22310000,2.5,3.5,TnGNTnG
chr10_19490000to19500000andchr10_19690000to19700000,2.5,0.0,TnGNTnG
chr9_96350000to96360000andchr9_96360000to96370000,2.5,2.0,TnGNTnG
chr6_31110000to31120000andchr6_31170000to31180000,2.5,0.0,TnGNTnG
chr9_75430000to75440000andchr9_75440000to75450000,2.5,3.5,TnGNTnG
chr9_73040000to73050000andchr9_73070000to73080000,2.5,3.0,TnGNTnG
chr2_11200000to11210000andchr2_11250000to11260000,2.5,0.0,TnGNTnG
chr11_46300000to46310000andchr11_46360000to46370000,2.5,0.0,TnGNTnG
chr15_73130000to73140000andchr15_73140000to73150000,2.5,5.0,TnGNTnG
chr9_32700000to32710000andchr9_32930000to32940000,2.5,0.0,TnGNTnG
chr11_46270000to46280000andchr11_46310000to46320000,2.5,0.0,TnGNTnG
chr11_45790000to45800000andchr11_45850000to45860000,2.5,0.0,TnGNTnG
chr9_32800000to32810000andchr9_32920000to32930000,2.5,0.0,TnGNTnG
chr1_138130000to138140000andchr1_138190000to138200000,2.5,1.5,TnGNTnG
chr1_193240000to193250000andchr1_193260000to193270000,2.5,2.5,TnGNTnG
chr9_32930000to32940000andchr9_32940000to32950000,2.5,3.0,TnGNTnG
chr9_42030000to42040000andchr9_42260000to42270000,2.5,1.5,TnGNTnG
chr9_44020000to44030000andchr9_44030000to44040000,2.5,2.5,TnGNTnG
chr9_45110000to45120000andchr9_45130000to45140000,2.5,1.5,TnGNTnG
chr19_11430000to11440000andchr19_11530000to11540000,2.5,0.0,TnGNTnG
chr3_94950000to94960000andchr3_95010000to95020000,2.5,1.5,TnGNTnG
chr9_57860000to57870000andchr9_57910000to57920000,2.5,2.0,TnGNTnG
chr11_6410000to6420000andchr11_6440000to6450000,2.5,3.0,TnGNTnG
chr6_31190000to31200000andchr6_31220000to31230000,2.5,2.5,TnGNTnG
chr15_66780000to66790000andchr15_66850000to66860000,2.5,1.5,TnGNTnG
chr9_63710000to63720000andchr9_63720000to63730000,2.5,4.0,TnGNTnG
chr15_62160000to62170000andchr15_62170000to62180000,2.5,3.5,TnGNTnG
chr9_65190000to65200000andchr9_65200000to65210000,2.5,4.0,TnGNTnG
chr19_11480000to11490000andchr19_11520000to11530000,2.5,1.5,TnGNTnG
chr1_36260000to36270000andchr1_36300000to36310000,2.5,0.0,TnGNTnG
chr3_89870000to89880000andchr3_89900000to89910000,2.5,3.0,TnGNTnG
chr7_143620000to143630000andchr7_143630000to143640000,2.5,1.5,TnGNTnG
chr5_138150000to138160000andchr5_138160000to138170000,2.5,0.0,TnGNTnG
chr2_117310000to117320000andchr2_117340000to117350000,2.5,1.5,TnGNTnG
chr2_61490000to61500000andchr2_61570000to61580000,2.5,2.0,TnGNTnG
chr16_43660000to43670000andchr16_43690000to43700000,2.5,3.0,TnGNTnG
chr15_96640000to96650000andchr15_96700000to96710000,2.5,0.0,TnGNTnG
chr14_50780000to50790000andchr14_50800000to50810000,2.5,1.5,TnGNTnG
chr13_24610000to24620000andchr13_24680000to24690000,2.5,2.5,TnGNTnG
chr15_100060000to100070000andchr15_100120000to100130000,2.5,0.0,TnGNTnG
chr7_67210000to67220000andchr7_67640000to67650000,2.5,0.0,TnGNTnG
chr6_129180000to129190000andchr6_129230000to129240000,2.5,4.5,TnGNTnG
chr13_23560000to23570000andchr13_23570000to23580000,2.5,2.0,TnGNTnG
chr4_145040000to145050000andchr4_145060000to145070000,2.5,0.0,TnGNTnG
chr6_113650000to113660000andchr6_113670000to113680000,2.5,2.0,TnGNTnG
chr17_24450000to24460000andchr17_24470000to24480000,2.5,1.5,TnGNTnG
chr4_136020000to136030000andchr4_136050000to136060000,2.5,0.0,TnGNTnG
chr7_73550000to73560000andchr7_73590000to73600000,2.5,0.0,TnGNTnG
chr5_103350000to103360000andchr5_103360000to103370000,2.5,4.0,TnGNTnG
chr12_110490000to110500000andchr12_110500000to110510000,2.5,3.0,TnGNTnG
chr5_107590000to107600000andchr5_107610000to107620000,2.5,0.0,TnGNTnG
chr6_54760000to54770000andchr6_54810000to54820000,2.5,2.5,TnGNTnG
chr17_35250000to35260000andchr17_35260000to35270000,2.5,4.0,TnGNTnG
chr2_157120000to157130000andchr2_157140000to157150000,2.5,2.0,TnGNTnG
chr4_150550000to150560000andchr4_150580000to150590000,2.5,3.0,TnGNTnG
chr13_43260000to43270000andchr13_43270000to43280000,2.5,1.5,TnGNTnG
chr2_157110000to157120000andchr2_157140000to157150000,2.5,3.5,TnGNTnG
chr13_112280000to112290000andchr13_112380000to112390000,2.5,2.0,TnGNTnG
chr7_19220000to19230000andchr7_19230000to19240000,2.5,0.0,TnGNTnG
chr1_92050000to92060000andchr1_92060000to92070000,2.5,2.5,TnGNTnG
chr13_109820000to109830000andchr13_109830000to109840000,2.5,2.5,TnGNTnG
chr13_107820000to107830000andchr13_107830000to107840000,2.5,3.5,TnGNTnG
chr13_85430000to85440000andchr13_85490000to85500000,2.5,0.0,TnGNTnG
chr7_24390000to24400000andchr7_24410000to24420000,2.5,1.5,TnGNTnG
chr15_6570000to6580000andchr15_6580000to6590000,2.5,6.0,TnGNTnG
chr14_40930000to40940000andchr14_40940000to40950000,2.5,0.0,TnGNTnG
chr6_136510000to136520000andchr6_136550000to136560000,2.5,1.5,TnGNTnG
chr6_134890000to134900000andchr6_134920000to134930000,2.5,1.5,TnGNTnG
chr16_49790000to49800000andchr16_49830000to49840000,2.5,0.0,TnGNTnG
chr14_40940000to40950000andchr14_40950000to40960000,2.5,3.5,TnGNTnG
chr6_129280000to129290000andchr6_129300000to129310000,2.5,2.5,TnGNTnG
chr7_28380000to28390000andchr7_28390000to28400000,2.5,5.5,TnGNTnG
chr13_43760000to43770000andchr13_43780000to43790000,2.5,1.5,TnGNTnG
chr5_72750000to72760000andchr5_72760000to72770000,2.5,3.0,TnGNTnG
chr5_110270000to110280000andchr5_110280000to110290000,2.5,4.0,TnGNTnG
chr1_53870000to53880000andchr1_53900000to53910000,2.5,0.0,TnGNTnG
chr7_75680000to75690000andchr7_75700000to75710000,2.5,3.0,TnGNTnG
chr14_54890000to54900000andchr14_55010000to55020000,2.5,0.0,TnGNTnG
chr12_80790000to80800000andchr12_80810000to80820000,2.5,1.5,TnGNTnG
chr7_120830000to120840000andchr7_120910000to120920000,2.5,3.0,TnGNTnG
chr4_101320000to101330000andchr4_101350000to101360000,2.5,0.0,TnGNTnG
chr12_73690000to73700000andchr12_73710000to73720000,2.5,1.5,TnGNTnG
chr17_47500000to47510000andchr17_47510000to47520000,2.5,1.5,TnGNTnG
chr5_113770000to113780000andchr5_113830000to113840000,2.5,3.0,TnGNTnG
chr6_99260000to99270000andchr6_99270000to99280000,2.5,0.0,TnGNTnG
chr2_166620000to166630000andchr2_166660000to166670000,2.5,0.0,TnGNTnG
chr1_53800000to53810000andchr1_53820000to53830000,2.5,4.0,TnGNTnG
chr7_102260000to102270000andchr7_102410000to102420000,2.5,2.5,TnGNTnG
chr14_121910000to121920000andchr14_121920000to121930000,2.5,0.0,TnGNTnG
chr1_128590000to128600000andchr1_128610000to128620000,2.5,1.5,TnGNTnG
chr12_73690000to73700000andchr12_73720000to73730000,2.5,0.0,TnGNTnG
chr6_98990000to99000000andchr6_99020000to99030000,2.5,1.5,TnGNTnG
chr7_75780000to75790000andchr7_75790000to75800000,2.5,4.0,TnGNTnG
chr12_100880000to100890000andchr12_100900000to100910000,2.5,1.5,TnGNTnG
chr2_29090000to29100000andchr2_29120000to29130000,2.5,2.5,TnGNTnG
chr6_108530000to108540000andchr6_108660000to108670000,2.5,2.0,TnGNTnG
chr16_23230000to23240000andchr16_23270000to23280000,2.5,0.0,TnGNTnG
chr5_123040000to123050000andchr5_123050000to123060000,2.5,3.5,TnGNTnG
chr16_75890000to75900000andchr16_75900000to75910000,2.0,1.5,TnGNTnG
chr10_42860000to42870000andchr10_42900000to42910000,2.0,1.5,TnGNTnG
chr14_40930000to40940000andchr14_40960000to40970000,2.0,0.0,TnGNTnG
chr1_138130000to138140000andchr1_138270000to138280000,2.0,2.0,TnGNTnG
chr10_42860000to42870000andchr10_42880000to42890000,2.0,2.0,TnGNTnG
chr19_41910000to41920000andchr19_41930000to41940000,2.0,3.0,TnGNTnG
chr14_40930000to40940000andchr14_40950000to40960000,2.0,0.0,TnGNTnG
chr11_4490000to4500000andchr11_4590000to4600000,2.0,1.5,TnGNTnG
chr14_66260000to66270000andchr14_66280000to66290000,2.0,0.0,TnGNTnG
chr11_21100000to21110000andchr11_21170000to21180000,2.0,2.0,TnGNTnG
chr1_138140000to138150000andchr1_138290000to138300000,2.0,0.0,TnGNTnG
chr14_121930000to121940000andchr14_121960000to121970000,2.0,2.0,TnGNTnG
chr1_88640000to88650000andchr1_88700000to88710000,2.0,0.0,TnGNTnG
chr1_36510000to36520000andchr1_36540000to36550000,2.0,1.5,TnGNTnG
chr1_64120000to64130000andchr1_64530000to64540000,2.0,1.5,TnGNTnG
chr16_55940000to55950000andchr16_55950000to55960000,2.0,0.0,TnGNTnG
chr19_41840000to41850000andchr19_41930000to41940000,2.0,0.0,TnGNTnG
chr19_11370000to11380000andchr19_11490000to11500000,2.0,2.0,TnGNTnG
chr19_53310000to53320000andchr19_53320000to53330000,2.0,3.0,TnGNTnG
chr11_23290000to23300000andchr11_23300000to23310000,2.0,2.0,TnGNTnG
chr11_21180000to21190000andchr11_21220000to21230000,2.0,0.0,TnGNTnG
chr14_27370000to27380000andchr14_27410000to27420000,2.0,2.0,TnGNTnG
chr16_23220000to23230000andchr16_23250000to23260000,2.0,2.5,TnGNTnG
chr19_11430000to11440000andchr19_11480000to11490000,2.0,2.5,TnGNTnG
chr10_127640000to127650000andchr10_127670000to127680000,2.0,2.0,TnGNTnG
chr14_66230000to66240000andchr14_66280000to66290000,2.0,1.5,TnGNTnG
chr10_67180000to67190000andchr10_67200000to67210000,2.0,0.0,TnGNTnG
chr14_54360000to54370000andchr14_54490000to54500000,2.0,0.0,TnGNTnG
chr10_96580000to96590000andchr10_96620000to96630000,2.0,2.0,TnGNTnG
chr10_96600000to96610000andchr10_96620000to96630000,2.0,0.0,TnGNTnG
chr10_79980000to79990000andchr10_80050000to80060000,2.0,0.0,TnGNTnG
chr19_29180000to29190000andchr19_29210000to29220000,2.0,0.0,TnGNTnG
chr10_96610000to96620000andchr10_96690000to96700000,2.0,0.0,TnGNTnG
chr14_52240000to52250000andchr14_52250000to52260000,2.0,2.5,TnGNTnG
chr10_117940000to117950000andchr10_118100000to118110000,2.0,0.0,TnGNTnG
chr10_68240000to68250000andchr10_68270000to68280000,2.0,3.0,TnGNTnG
chr19_12470000to12480000andchr19_12570000to12580000,2.0,1.5,TnGNTnG
chr11_32530000to32540000andchr11_32580000to32590000,2.0,3.5,TnGNTnG
chr19_12470000to12480000andchr19_12510000to12520000,2.0,2.5,TnGNTnG
chr10_68230000to68240000andchr10_68280000to68290000,2.0,1.5,TnGNTnG
chr14_52110000to52120000andchr14_52120000to52130000,2.0,0.0,TnGNTnG
chr14_60730000to60740000andchr14_60770000to60780000,2.0,0.0,TnGNTnG
chr15_100440000to100450000andchr15_100730000to100740000,2.0,0.0,TnGNTnG
chr16_23230000to23240000andchr16_23250000to23260000,2.0,2.5,TnGNTnG
chr19_36310000to36320000andchr19_36400000to36410000,2.0,0.0,TnGNTnG
chr10_127060000to127070000andchr10_127330000to127340000,2.0,0.0,TnGNTnG
chr10_127120000to127130000andchr10_127260000to127270000,2.0,0.0,TnGNTnG
chr10_68190000to68200000andchr10_68230000to68240000,2.0,1.5,TnGNTnG
chr19_11510000to11520000andchr19_11530000to11540000,2.0,3.0,TnGNTnG
chr1_60770000to60780000andchr1_60940000to60950000,2.0,2.0,TnGNTnG
chr1_60870000to60880000andchr1_60910000to60920000,2.0,1.5,TnGNTnG
chr1_36260000to36270000andchr1_36290000to36300000,2.0,0.0,TnGNTnG
chr19_11490000to11500000andchr19_11530000to11540000,2.0,1.5,TnGNTnG
chr16_23170000to23180000andchr16_23220000to23230000,2.0,3.0,TnGNTnG
chr16_76330000to76340000andchr16_76350000to76360000,2.0,1.5,TnGNTnG
chr1_53770000to53780000andchr1_53840000to53850000,2.0,0.0,TnGNTnG
chr16_76350000to76360000andchr16_76370000to76380000,2.0,2.0,TnGNTnG
chr15_6570000to6580000andchr15_6600000to6610000,2.0,0.0,TnGNTnG
chr18_62170000to62180000andchr18_62180000to62190000,2.0,0.0,TnGNTnG
chr12_85340000to85350000andchr12_85370000to85380000,2.0,0.0,TnGNTnG
chr18_65310000to65320000andchr18_65430000to65440000,2.0,0.0,TnGNTnG
chr18_70520000to70530000andchr18_70560000to70570000,2.0,2.0,TnGNTnG
chr17_36020000to36030000andchr17_36030000to36040000,2.0,3.5,TnGNTnG
chr18_84850000to84860000andchr18_84870000to84880000,2.0,2.5,TnGNTnG
chr15_74910000to74920000andchr15_74930000to74940000,2.0,1.5,TnGNTnG
chr11_100590000to100600000andchr11_100620000to100630000,2.0,1.5,TnGNTnG
chr17_35970000to35980000andchr17_36030000to36040000,2.0,0.0,TnGNTnG
chr12_107120000to107130000andchr12_107920000to107930000,2.0,0.0,TnGNTnG
chr12_107720000to107730000andchr12_107920000to107930000,2.0,0.0,TnGNTnG
chr11_99120000to99130000andchr11_99150000to99160000,2.0,0.0,TnGNTnG
chr17_33710000to33720000andchr17_33760000to33770000,2.0,0.0,TnGNTnG
chr19_4210000to4220000andchr19_4220000to4230000,2.0,2.0,TnGNTnG
chr11_98720000to98730000andchr11_98800000to98810000,2.0,0.0,TnGNTnG
chr11_98720000to98730000andchr11_98770000to98780000,2.0,2.0,TnGNTnG
chr13_3520000to3530000andchr13_3610000to3620000,2.0,0.0,TnGNTnG
chr11_106670000to106680000andchr11_106750000to106760000,2.0,0.0,TnGNTnG
chr17_47140000to47150000andchr17_47260000to47270000,2.0,0.0,TnGNTnG
chr11_107370000to107380000andchr11_107470000to107480000,2.0,1.5,TnGNTnG
chr15_78910000to78920000andchr15_78920000to78930000,2.0,0.0,TnGNTnG
chr12_69350000to69360000andchr12_69360000to69370000,2.0,0.0,TnGNTnG
chr12_51860000to51870000andchr12_51870000to51880000,2.0,4.0,TnGNTnG
chr1_128590000to128600000andchr1_128820000to128830000,2.0,0.0,TnGNTnG
chr12_26050000to26060000andchr12_26060000to26070000,2.0,2.0,TnGNTnG
chr12_21460000to21470000andchr12_21470000to21480000,2.0,2.0,TnGNTnG
chr12_3460000to3470000andchr12_3560000to3570000,2.0,0.0,TnGNTnG
chr12_73620000to73630000andchr12_73710000to73720000,2.0,0.0,TnGNTnG
chr11_118150000to118160000andchr11_118240000to118250000,2.0,0.0,TnGNTnG
chr12_84190000to84200000andchr12_84220000to84230000,2.0,1.5,TnGNTnG
chr17_72940000to72950000andchr17_73010000to73020000,2.0,1.5,TnGNTnG
chr11_118150000to118160000andchr11_118220000to118230000,2.0,1.5,TnGNTnG
chr12_75660000to75670000andchr12_75670000to75680000,2.0,0.0,TnGNTnG
chr17_47530000to47540000andchr17_47610000to47620000,2.0,0.0,TnGNTnG
chr17_84230000to84240000andchr17_84300000to84310000,2.0,1.5,TnGNTnG
chr18_3330000to3340000andchr18_3380000to3390000,2.0,0.0,TnGNTnG
chr18_4290000to4300000andchr18_4360000to4370000,2.0,0.0,TnGNTnG
chr1_60870000to60880000andchr1_60940000to60950000,2.0,2.5,TnGNTnG
chr17_31130000to31140000andchr17_31270000to31280000,2.0,0.0,TnGNTnG
chr13_21930000to21940000andchr13_21970000to21980000,2.0,0.0,TnGNTnG
chr19_11350000to11360000andchr19_11520000to11530000,2.0,0.0,TnGNTnG
chr15_58470000to58480000andchr15_58870000to58880000,2.0,0.0,TnGNTnG
chr1_127210000to127220000andchr1_127320000to127330000,2.0,0.0,TnGNTnG
chr19_11350000to11360000andchr19_11430000to11440000,2.0,2.0,TnGNTnG
chr19_11350000to11360000andchr19_11480000to11490000,2.0,0.0,TnGNTnG
chr12_69350000to69360000andchr12_69470000to69480000,2.0,0.0,TnGNTnG
chr13_46690000to46700000andchr13_46720000to46730000,2.0,2.0,TnGNTnG
chr1_127210000to127220000andchr1_127290000to127300000,2.0,2.5,TnGNTnG
chr16_91460000to91470000andchr16_91470000to91480000,2.0,5.0,TnGNTnG
chr19_11350000to11360000andchr19_11360000to11370000,2.0,3.0,TnGNTnG
chr16_91440000to91450000andchr16_91480000to91490000,2.0,1.5,TnGNTnG
chr15_6570000to6580000andchr15_6620000to6630000,2.0,2.5,TnGNTnG
chr19_11360000to11370000andchr19_11380000to11390000,2.0,0.0,TnGNTnG
chr19_11360000to11370000andchr19_11480000to11490000,2.0,3.5,TnGNTnG
chr19_11360000to11370000andchr19_11520000to11530000,2.0,0.0,TnGNTnG
chr11_46270000to46280000andchr11_46360000to46370000,2.0,3.0,TnGNTnG
chr13_111800000to111810000andchr13_112440000to112450000,2.0,0.0,TnGNTnG
chr11_48770000to48780000andchr11_48850000to48860000,2.0,0.0,TnGNTnG
chr13_45370000to45380000andchr13_45380000to45390000,2.0,3.0,TnGNTnG
chr17_21460000to21470000andchr17_21530000to21540000,2.0,0.0,TnGNTnG
chr19_6340000to6350000andchr19_6360000to6370000,2.0,0.0,TnGNTnG
chr17_17600000to17610000andchr17_17620000to17630000,2.0,1.5,TnGNTnG
chr17_7920000to7930000andchr17_7930000to7940000,2.0,2.0,TnGNTnG
chr11_87400000to87410000andchr11_87440000to87450000,2.0,0.0,TnGNTnG
chr11_70520000to70530000andchr11_70610000to70620000,2.0,1.5,TnGNTnG
chr11_69680000to69690000andchr11_69830000to69840000,2.0,0.0,TnGNTnG
chr11_69260000to69270000andchr11_69400000to69410000,2.0,0.0,TnGNTnG
chr11_69260000to69270000andchr11_69390000to69400000,2.0,1.5,TnGNTnG
chr1_39840000to39850000andchr1_39920000to39930000,2.0,0.0,TnGNTnG
chr1_127230000to127240000andchr1_127320000to127330000,2.0,0.0,TnGNTnG
chr11_62540000to62550000andchr11_62550000to62560000,2.0,5.0,TnGNTnG
chr11_60810000to60820000andchr11_60830000to60840000,2.0,0.0,TnGNTnG
chr11_58170000to58180000andchr11_58230000to58240000,2.0,2.0,TnGNTnG
chr16_94560000to94570000andchr16_94620000to94630000,2.0,0.0,TnGNTnG
chr11_54700000to54710000andchr11_54860000to54870000,2.0,2.5,TnGNTnG
chr19_9910000to9920000andchr19_9990000to10000000,2.0,2.0,TnGNTnG
chr11_50170000to50180000andchr11_50230000to50240000,2.0,1.5,TnGNTnG
chr11_46340000to46350000andchr11_46430000to46440000,2.0,0.0,TnGNTnG
chr3_21970000to21980000andchr3_22040000to22050000,2.0,2.0,TnGNTnG
chr10_19500000to19510000andchr10_19590000to19600000,2.0,0.0,TnGNTnG
chr4_149700000to149710000andchr4_149730000to149740000,2.0,0.0,TnGNTnG
chr8_111570000to111580000andchr8_111590000to111600000,2.0,4.5,TnGNTnG
chr4_44020000to44030000andchr4_44160000to44170000,2.0,1.5,TnGNTnG
chr4_44170000to44180000andchr4_44310000to44320000,2.0,0.0,TnGNTnG
chr8_105750000to105760000andchr8_105820000to105830000,2.0,1.5,TnGNTnG
chr4_53150000to53160000andchr4_53310000to53320000,2.0,0.0,TnGNTnG
chr2_11640000to11650000andchr2_11680000to11690000,2.0,2.5,TnGNTnG
chr8_84900000to84910000andchr8_84940000to84950000,2.0,0.0,TnGNTnG
chr4_62400000to62410000andchr4_62480000to62490000,2.0,0.0,TnGNTnG
chr8_81550000to81560000andchr8_81810000to81820000,2.0,0.0,TnGNTnG
chr8_81550000to81560000andchr8_81760000to81770000,2.0,0.0,TnGNTnG
chr4_101250000to101260000andchr4_101290000to101300000,2.0,0.0,TnGNTnG
chr4_102510000to102520000andchr4_102570000to102580000,2.0,1.5,TnGNTnG
chr8_72340000to72350000andchr8_72360000to72370000,2.0,3.0,TnGNTnG
chr8_72130000to72140000andchr8_72210000to72220000,2.0,0.0,TnGNTnG
chr4_132510000to132520000andchr4_132530000to132540000,2.0,4.0,TnGNTnG
chr2_25150000to25160000andchr2_25180000to25190000,2.0,0.0,TnGNTnG
chr4_135240000to135250000andchr4_135270000to135280000,2.0,1.5,TnGNTnG
chr8_13980000to13990000andchr8_13990000to14000000,2.0,2.5,TnGNTnG
chr4_136060000to136070000andchr4_136100000to136110000,2.0,1.5,TnGNTnG
chr4_40830000to40840000andchr4_40850000to40860000,2.0,2.5,TnGNTnG
chr4_40780000to40790000andchr4_40850000to40860000,2.0,0.0,TnGNTnG
chr8_122910000to122920000andchr8_123040000to123050000,2.0,1.5,TnGNTnG
chr2_11620000to11630000andchr2_11650000to11660000,2.0,2.0,TnGNTnG
chr9_32650000to32660000andchr9_32660000to32670000,2.0,2.5,TnGNTnG
chr9_32610000to32620000andchr9_32930000to32940000,2.0,0.0,TnGNTnG
chr9_32590000to32600000andchr9_32930000to32940000,2.0,1.5,TnGNTnG
chr9_32590000to32600000andchr9_32900000to32910000,2.0,1.5,TnGNTnG
chr9_32590000to32600000andchr9_32730000to32740000,2.0,2.5,TnGNTnG
chr9_22460000to22470000andchr9_22470000to22480000,2.0,2.0,TnGNTnG
chr8_126660000to126670000andchr8_126830000to126840000,2.0,0.0,TnGNTnG
chr4_19920000to19930000andchr4_19950000to19960000,2.0,2.0,TnGNTnG
chr4_19990000to20000000andchr4_20000000to20010000,2.0,0.0,TnGNTnG
chr8_122910000to122920000andchr8_123100000to123110000,2.0,0.0,TnGNTnG
chr2_172990000to173000000andchr2_173080000to173090000,2.0,4.5,TnGNTnG
chr2_11630000to11640000andchr2_11650000to11660000,2.0,3.5,TnGNTnG
chr4_32280000to32290000andchr4_32290000to32300000,2.0,2.5,TnGNTnG
chr4_32280000to32290000andchr4_32340000to32350000,2.0,0.0,TnGNTnG
chr4_32380000to32390000andchr4_32420000to32430000,2.0,2.5,TnGNTnG
chr8_122930000to122940000andchr8_123020000to123030000,2.0,0.0,TnGNTnG
chr4_32570000to32580000andchr4_32580000to32590000,2.0,0.0,TnGNTnG
chr8_122930000to122940000andchr8_122990000to123000000,2.0,3.0,TnGNTnG
chr4_149100000to149110000andchr4_149160000to149170000,2.0,1.5,TnGNTnG
chr7_126400000to126410000andchr7_126470000to126480000,2.0,2.0,TnGNTnG
chr9_32690000to32700000andchr9_32920000to32930000,2.0,0.0,TnGNTnG
chr7_125540000to125550000andchr7_125580000to125590000,2.0,0.0,TnGNTnG
chr7_28690000to28700000andchr7_28700000to28710000,2.0,3.0,TnGNTnG
chr7_25680000to25690000andchr7_25710000to25720000,2.0,0.0,TnGNTnG
chr5_140630000to140640000andchr5_140700000to140710000,2.0,0.0,TnGNTnG
chr6_29780000to29790000andchr6_29810000to29820000,2.0,2.0,TnGNTnG
chr7_19300000to19310000andchr7_19340000to19350000,2.0,2.0,TnGNTnG
chr6_31150000to31160000andchr6_31200000to31210000,2.0,2.5,TnGNTnG
chr2_102860000to102870000andchr2_102880000to102890000,2.0,0.0,TnGNTnG
chr2_93450000to93460000andchr2_93460000to93470000,2.0,0.0,TnGNTnG
chr6_149130000to149140000andchr6_149370000to149380000,2.0,1.5,TnGNTnG
chr6_143110000to143120000andchr6_143160000to143170000,2.0,1.5,TnGNTnG
chr6_134330000to134340000andchr6_134340000to134350000,2.0,0.0,TnGNTnG
chr6_56900000to56910000andchr6_56920000to56930000,2.0,2.5,TnGNTnG
chr6_70800000to70810000andchr6_70840000to70850000,2.0,0.0,TnGNTnG
chr6_70840000to70850000andchr6_70870000to70880000,2.0,0.0,TnGNTnG
chr6_72950000to72960000andchr6_72960000to72970000,2.0,2.0,TnGNTnG
chr6_91610000to91620000andchr6_91680000to91690000,2.0,0.0,TnGNTnG
chr6_98990000to99000000andchr6_99010000to99020000,2.0,2.0,TnGNTnG
chr6_126930000to126940000andchr6_127450000to127460000,2.0,0.0,TnGNTnG
chr6_99050000to99060000andchr6_99090000to99100000,2.0,0.0,TnGNTnG
chr5_122940000to122950000andchr5_123050000to123060000,2.0,0.0,TnGNTnG
chr5_122940000to122950000andchr5_122960000to122970000,2.0,2.0,TnGNTnG
chr7_28790000to28800000andchr7_28820000to28830000,2.0,2.0,TnGNTnG
chr5_64770000to64780000andchr5_64810000to64820000,2.0,2.0,TnGNTnG
chr7_125540000to125550000andchr7_125560000to125570000,2.0,2.0,TnGNTnG
chr4_149850000to149860000andchr4_149950000to149960000,2.0,2.5,TnGNTnG
chr7_125480000to125490000andchr7_125580000to125590000,2.0,1.5,TnGNTnG
chr7_122940000to122950000andchr7_122960000to122970000,2.0,2.5,TnGNTnG
chr7_109950000to109960000andchr7_110160000to110170000,2.0,0.0,TnGNTnG
chr7_101900000to101910000andchr7_101930000to101940000,2.0,2.0,TnGNTnG
chr7_101550000to101560000andchr7_101580000to101590000,2.0,1.5,TnGNTnG
chr5_64490000to64500000andchr5_64810000to64820000,2.0,2.0,TnGNTnG
chr7_75600000to75610000andchr7_75700000to75710000,2.0,2.0,TnGNTnG
chr7_67210000to67220000andchr7_67630000to67640000,2.0,1.5,TnGNTnG
chr5_65920000to65930000andchr5_65950000to65960000,2.0,2.5,TnGNTnG
chr5_73230000to73240000andchr5_73250000to73260000,2.0,2.5,TnGNTnG
chr5_96910000to96920000andchr5_96990000to97000000,2.0,2.0,TnGNTnG
chr5_110770000to110780000andchr5_110810000to110820000,2.0,0.0,TnGNTnG
chr5_112280000to112290000andchr5_112290000to112300000,2.0,2.0,TnGNTnG
chr7_68250000to68260000andchr7_68320000to68330000,2.0,0.0,TnGNTnG
chr5_122630000to122640000andchr5_122640000to122650000,2.0,1.5,TnGNTnG
chr7_68250000to68260000andchr7_68280000to68290000,2.0,1.5,TnGNTnG
chr9_32690000to32700000andchr9_32900000to32910000,2.0,0.0,TnGNTnG
chr2_13680000to13690000andchr2_13710000to13720000,2.0,2.0,TnGNTnG
chr9_114410000to114420000andchr9_114420000to114430000,2.0,2.5,TnGNTnG
chr9_42240000to42250000andchr9_42260000to42270000,2.0,4.0,TnGNTnG
chr9_101060000to101070000andchr9_101070000to101080000,2.0,1.5,TnGNTnG
chr9_44530000to44540000andchr9_44580000to44590000,2.0,0.0,TnGNTnG
chr3_121300000to121310000andchr3_121490000to121500000,2.0,1.5,TnGNTnG
chr10_13040000to13050000andchr10_13050000to13060000,2.0,3.5,TnGNTnG
chr3_103750000to103760000andchr3_103780000to103790000,2.0,0.0,TnGNTnG
chr1_180350000to180360000andchr1_180360000to180370000,2.0,0.0,TnGNTnG
chr9_114480000to114490000andchr9_114490000to114500000,2.0,4.5,TnGNTnG
